,variable,instances,pos_instances,neg_instances,percent_fraud
1231,nicklawrence,1,0.0,1.0,0.0
1232,rubyskye,2,0.0,2.0,0.0
1233,gaiasgalleria,1,0.0,1.0,0.0
1234,johnnynewmancamps,1,0.0,1.0,0.0
1235,sipsmith,2,0.0,2.0,0.0
1236,upwardsynergy,1,0.0,1.0,0.0
1237,thecoworks,2,0.0,2.0,0.0
1238,thatsbetter,2,0.0,2.0,0.0
1239,thewriteimpression,1,0.0,1.0,0.0
1240,jacksonvilleunited,1,0.0,1.0,0.0
1241,bowenmeyers,1,0.0,1.0,0.0
1242,freeartbureau,2,0.0,2.0,0.0
1243,overcomercc,2,0.0,2.0,0.0
1244,rustyleltd,1,0.0,1.0,0.0
1245,commonwealthclub,6,0.0,6.0,0.0
1246,erinachamber,2,0.0,2.0,0.0
1247,merlotsart,2,0.0,2.0,0.0
1248,stritz,1,0.0,1.0,0.0
1249,massprodcoalition,1,0.0,1.0,0.0
1250,triadnc,1,0.0,1.0,0.0
1251,urbanevents,1,0.0,1.0,0.0
1252,theinc,1,0.0,1.0,0.0
1253,hylant,1,0.0,1.0,0.0
1254,aimnsw,6,0.0,6.0,0.0
1255,adamhscc,1,0.0,1.0,0.0
1256,fsb,12,0.0,12.0,0.0
1257,gsu,3,0.0,3.0,0.0
1258,ioccupied,1,1.0,0.0,100.0
1259,clubedochoro,3,0.0,3.0,0.0
1260,mountainwestpest,2,0.0,2.0,0.0
1261,subtletechnologies,1,0.0,1.0,0.0
1262,media,1,0.0,1.0,0.0
1263,umd,5,0.0,5.0,0.0
1264,mikelesterphotography,4,0.0,4.0,0.0
1265,bornthiswayfoundation,1,0.0,1.0,0.0
1266,wit,1,0.0,1.0,0.0
1267,hackmanhattan,1,0.0,1.0,0.0
1268,downtownfrederick,1,0.0,1.0,0.0
1269,tropfest,1,0.0,1.0,0.0
1270,farmlinksolutions,1,0.0,1.0,0.0
1271,the-hub,3,0.0,3.0,0.0
1272,rickkingdesign,2,0.0,2.0,0.0
1273,rightchoicefood,1,0.0,1.0,0.0
1274,sophiamundi,1,0.0,1.0,0.0
1275,wwlf,2,0.0,2.0,0.0
1276,thirdsectorit,3,0.0,3.0,0.0
1277,1015,4,0.0,4.0,0.0
1278,joplinmo,1,0.0,1.0,0.0
1279,shoreditchtrust,1,0.0,1.0,0.0
1280,barnesfoodfair,1,0.0,1.0,0.0
1281,mastersofvision,1,0.0,1.0,0.0
1282,wsu,1,0.0,1.0,0.0
1283,theseedexperience,1,0.0,1.0,0.0
1284,flybridge,1,0.0,1.0,0.0
1285,olemiss,1,0.0,1.0,0.0
1286,popularitycontest,1,0.0,1.0,0.0
1287,conolios,1,0.0,1.0,0.0
1288,artalacartepdx,2,0.0,2.0,0.0
1289,redcreative,3,0.0,3.0,0.0
1290,athleticsalberta,2,0.0,2.0,0.0
1291,womensfestivals,1,0.0,1.0,0.0
1292,informededinburgh,1,0.0,1.0,0.0
1293,kidsfirstaid,4,0.0,4.0,0.0
1294,transport-futures,1,0.0,1.0,0.0
1295,qb3,2,0.0,2.0,0.0
1296,uw,2,0.0,2.0,0.0
1297,vitalbody,1,0.0,1.0,0.0
1298,designersandgeeks,3,0.0,3.0,0.0
1299,canon,2,0.0,2.0,0.0
1300,rohi,1,0.0,1.0,0.0
1301,claremont-hotel,1,0.0,1.0,0.0
1302,streetsoccerusa,1,0.0,1.0,0.0
1303,dashingdate,1,0.0,1.0,0.0
1304,scene-chicago,1,0.0,1.0,0.0
1305,highgate-cemetery,14,0.0,14.0,0.0
1306,gmx,5,3.0,2.0,60.0
1307,ag,1,0.0,1.0,0.0
1308,ffb,1,0.0,1.0,0.0
1309,jhmi,1,0.0,1.0,0.0
1310,uta,2,0.0,2.0,0.0
1311,nku,1,0.0,1.0,0.0
1312,nonstopbhangra,1,0.0,1.0,0.0
1313,morley-media,1,0.0,1.0,0.0
1314,advancethechurch,1,0.0,1.0,0.0
1315,stanford,2,0.0,2.0,0.0
1316,yuppiefriday,2,0.0,2.0,0.0
1317,fracc,2,0.0,2.0,0.0
1318,workplacefurnishings,1,0.0,1.0,0.0
1319,whiterockhospice,2,0.0,2.0,0.0
1320,cliassoc,1,0.0,1.0,0.0
1321,larimercac,1,0.0,1.0,0.0
1322,chambermv,3,0.0,3.0,0.0
1323,thenewparish,3,0.0,3.0,0.0
1324,zombcon,1,0.0,1.0,0.0
1325,dishcrawl,1,0.0,1.0,0.0
1326,cityofcarrollton,1,0.0,1.0,0.0
1327,calgaryeconomicdevelopment,3,0.0,3.0,0.0
1328,masstlc,1,0.0,1.0,0.0
1329,townsquaremedia,2,0.0,2.0,0.0
1330,hastings,1,0.0,1.0,0.0
1331,smpte,1,0.0,1.0,0.0
1332,effwa,2,0.0,2.0,0.0
1333,jbassoc,1,0.0,1.0,0.0
1334,ger-nis,11,0.0,11.0,0.0
1335,soulcocina,1,0.0,1.0,0.0
1336,atlantatribune,1,0.0,1.0,0.0
1337,leitersburgcinemas,4,0.0,4.0,0.0
1338,skmurphy,1,0.0,1.0,0.0
1339,harrietdiane,1,0.0,1.0,0.0
1340,passionfoundation,1,0.0,1.0,0.0
1341,strategyplus,1,0.0,1.0,0.0
1342,corporatecinderella,1,0.0,1.0,0.0
1343,skimaine,1,0.0,1.0,0.0
1344,sleepycreekvineyards,2,0.0,2.0,0.0
1345,assob,4,0.0,4.0,0.0
1346,knowledgetoaction,2,0.0,2.0,0.0
1347,intotheam,2,0.0,2.0,0.0
1348,investocorp,1,1.0,0.0,100.0
1349,newventuresbc,2,0.0,2.0,0.0
1350,trendstop,2,0.0,2.0,0.0
1351,upbc,1,0.0,1.0,0.0
1352,conkerstatistics,1,0.0,1.0,0.0
1353,gobowling,1,0.0,1.0,0.0
1354,eatlifewhole,1,0.0,1.0,0.0
1355,teamunivera,1,0.0,1.0,0.0
1356,emtconsulting,1,0.0,1.0,0.0
1357,dabeaz,2,0.0,2.0,0.0
1358,campus-ministry,1,0.0,1.0,0.0
1359,topballerz,2,0.0,2.0,0.0
1360,cedec,2,0.0,2.0,0.0
1361,smallwonders,1,0.0,1.0,0.0
1362,bonvivantedinburgh,4,0.0,4.0,0.0
1363,cfree,1,0.0,1.0,0.0
1364,pinkprintingsupplies,1,0.0,1.0,0.0
1365,optimum,1,0.0,1.0,0.0
1366,sonomavalleywinetrolley,1,0.0,1.0,0.0
1367,nwscdc,1,0.0,1.0,0.0
1368,qualityside,3,0.0,3.0,0.0
1369,startupweekend,2,0.0,2.0,0.0
1370,indycoz,1,0.0,1.0,0.0
1371,horizon5,3,0.0,3.0,0.0
1372,gillbranston,1,0.0,1.0,0.0
1373,mycoachliz,1,0.0,1.0,0.0
1374,btopenworld,1,0.0,1.0,0.0
1375,globalcorporateventuring,1,0.0,1.0,0.0
1376,raymondjames,1,0.0,1.0,0.0
1377,zimmer,1,0.0,1.0,0.0
1378,londonirishcentre,2,0.0,2.0,0.0
1379,celebratestudio,2,0.0,2.0,0.0
1380,iol,1,0.0,1.0,0.0
1381,tuvps,4,0.0,4.0,0.0
1382,z-oom,2,0.0,2.0,0.0
1383,amxmobile,1,0.0,1.0,0.0
1384,slicedbreadlabs,1,0.0,1.0,0.0
1385,ampoutalz,1,0.0,1.0,0.0
1386,macvalleybaptist,1,0.0,1.0,0.0
1387,abdmag,5,0.0,5.0,0.0
1388,centerofpraise,1,0.0,1.0,0.0
1389,seattlemet,1,0.0,1.0,0.0
1390,starfirealchemy,3,0.0,3.0,0.0
1391,ufl,9,0.0,9.0,0.0
1392,thecaregivingcoach,1,0.0,1.0,0.0
1393,iexchange,1,0.0,1.0,0.0
1394,prisonbreak,1,0.0,1.0,0.0
1395,khgmanagement,5,0.0,5.0,0.0
1396,gsa,1,0.0,1.0,0.0
1397,barylko,1,0.0,1.0,0.0
1398,cvf-nm,2,0.0,2.0,0.0
1399,greatlakesscuttlebutt,1,0.0,1.0,0.0
1400,montgomeryhospice,1,0.0,1.0,0.0
1401,thirddimensioncoaching,1,0.0,1.0,0.0
1402,iit,1,0.0,1.0,0.0
1403,reallifeministries,1,0.0,1.0,0.0
1404,empiretrolley,1,0.0,1.0,0.0
1405,montereyart,1,0.0,1.0,0.0
1406,researchinuse,2,0.0,2.0,0.0
1407,collegescenenyc,1,0.0,1.0,0.0
1408,babybliss,1,0.0,1.0,0.0
1409,rsaconnect,1,0.0,1.0,0.0
1410,directphotographic,1,0.0,1.0,0.0
1411,girlsintech,1,0.0,1.0,0.0
1412,theclockbar,1,0.0,1.0,0.0
1413,themarcellaproject,1,0.0,1.0,0.0
1414,chicagospartans,1,0.0,1.0,0.0
1415,ashfordradtech,4,4.0,0.0,100.0
1416,myself,2,1.0,1.0,50.0
1417,themarsh,1,0.0,1.0,0.0
1418,r-williams,1,0.0,1.0,0.0
1419,rockjune,1,0.0,1.0,0.0
1420,brooklynfreeschool,1,0.0,1.0,0.0
1421,musicnt,2,0.0,2.0,0.0
1422,irishculturalcentre,1,0.0,1.0,0.0
1423,edcon,1,0.0,1.0,0.0
1424,gedlingcvs,1,0.0,1.0,0.0
1425,yourwarringah,1,0.0,1.0,0.0
1426,theramseygroup,1,0.0,1.0,0.0
1427,vhaseminars,2,0.0,2.0,0.0
1428,leadingwithcharacter,2,0.0,2.0,0.0
1429,rmit,1,0.0,1.0,0.0
1430,can,1,0.0,1.0,0.0
1431,brightestyoungthings,3,0.0,3.0,0.0
1432,djdanmurphy,1,0.0,1.0,0.0
1433,nalag,1,0.0,1.0,0.0
1434,clacks,1,0.0,1.0,0.0
1435,besmartaboutart,5,0.0,5.0,0.0
1436,nhpr,2,0.0,2.0,0.0
1437,haas,3,0.0,3.0,0.0
1438,annmartin,1,0.0,1.0,0.0
1439,osceola,2,0.0,2.0,0.0
1440,socialspaceltd,1,0.0,1.0,0.0
1441,thenewberrygroup,3,0.0,3.0,0.0
1442,cabrini,3,0.0,3.0,0.0
1443,5pointscc,1,0.0,1.0,0.0
1444,funkybiscuit,5,0.0,5.0,0.0
1445,refuseordinary,1,0.0,1.0,0.0
1446,inorbit,1,1.0,0.0,100.0
1447,rhythmologydance,1,0.0,1.0,0.0
1448,ladieswhobrunch,2,0.0,2.0,0.0
1449,premier3,1,0.0,1.0,0.0
1450,sudbury,1,0.0,1.0,0.0
1451,bu,2,0.0,2.0,0.0
1452,tastingtable,1,0.0,1.0,0.0
1453,onslaughtproductions,1,0.0,1.0,0.0
1454,thefusionkitchen,1,0.0,1.0,0.0
1455,vixely,3,0.0,3.0,0.0
1456,oc-sea,1,0.0,1.0,0.0
1457,caps-chl,3,0.0,3.0,0.0
1458,brokenbeatassault,4,0.0,4.0,0.0
1459,vivianbroughton,3,0.0,3.0,0.0
1460,lookingglassphoto,2,0.0,2.0,0.0
1461,bbkingblues,2,0.0,2.0,0.0
1462,bid-to-win,1,0.0,1.0,0.0
1463,starsealofohio,1,0.0,1.0,0.0
1464,artsandbusiness,1,0.0,1.0,0.0
1465,oregonautodealers,1,0.0,1.0,0.0
1466,sjpp,2,0.0,2.0,0.0
1467,musicforlifeconcerts,1,0.0,1.0,0.0
1468,fit5280,1,0.0,1.0,0.0
1469,gemmeon,1,0.0,1.0,0.0
1470,sintillate,2,0.0,2.0,0.0
1471,meridianhealth,1,0.0,1.0,0.0
1472,rebuildingexchange,2,0.0,2.0,0.0
1473,capitalinnovators,1,0.0,1.0,0.0
1474,webstarmarketing,1,0.0,1.0,0.0
1475,aoi8,1,0.0,1.0,0.0
1476,staffsmarketingacademy,2,0.0,2.0,0.0
1477,ocrollergirls,3,0.0,3.0,0.0
1478,pulatkonak,1,0.0,1.0,0.0
1479,savethecongo,1,0.0,1.0,0.0
1480,newport,2,0.0,2.0,0.0
1481,sf,3,0.0,3.0,0.0
1482,techalliance,3,0.0,3.0,0.0
1483,jennymckaig,1,0.0,1.0,0.0
1484,pdd,2,0.0,2.0,0.0
1485,myorangevilla,1,0.0,1.0,0.0
1486,bracedesign,1,0.0,1.0,0.0
1487,margk,1,0.0,1.0,0.0
1488,txstate,1,0.0,1.0,0.0
1489,churchoftheundignified,1,0.0,1.0,0.0
1490,irontribefitness,2,0.0,2.0,0.0
1491,aiasf,7,0.0,7.0,0.0
1492,littlechefcounter,1,0.0,1.0,0.0
1493,firsttimefest,2,0.0,2.0,0.0
1494,bigpond,5,0.0,5.0,0.0
1495,treefrogcreative,2,0.0,2.0,0.0
1496,puppetallsorts,3,0.0,3.0,0.0
1497,unexpectedproductions,2,0.0,2.0,0.0
1498,networkcentral,4,0.0,4.0,0.0
1499,thespiritedcanvas,4,0.0,4.0,0.0
1500,aawc,1,0.0,1.0,0.0
1501,itlg,1,0.0,1.0,0.0
1502,atlantabusinessmixer,1,0.0,1.0,0.0
1503,skillsfirsteducation,2,0.0,2.0,0.0
1504,jcireading,1,0.0,1.0,0.0
1505,chrysalisfdn,1,0.0,1.0,0.0
1506,tsa-art,8,0.0,8.0,0.0
1507,wealthcatalystcoach,2,0.0,2.0,0.0
1508,domogallaconsulting,1,0.0,1.0,0.0
1509,thefutureproject,1,0.0,1.0,0.0
1510,crossroadschurchaustin,1,0.0,1.0,0.0
1511,bricartsmedia,1,0.0,1.0,0.0
1512,emfluence,1,0.0,1.0,0.0
1513,dmvweddingshowcase,1,0.0,1.0,0.0
1514,gloinc,1,0.0,1.0,0.0
1515,ctamb,2,0.0,2.0,0.0
1516,heresyemail,1,0.0,1.0,0.0
1517,yourdialogues,1,0.0,1.0,0.0
1518,dcontario,2,0.0,2.0,0.0
1519,energy-solutions,1,0.0,1.0,0.0
1520,winnerscirclesportsbar,5,0.0,5.0,0.0
1521,game6philly,2,0.0,2.0,0.0
1522,brackleymusicfestival,3,0.0,3.0,0.0
1523,sac-diaspora,1,0.0,1.0,0.0
1524,monorex,1,0.0,1.0,0.0
1525,3ds,1,0.0,1.0,0.0
1526,cantonadfed,1,0.0,1.0,0.0
1527,mi3dpt,1,0.0,1.0,0.0
1528,nzwealthmentor,1,0.0,1.0,0.0
1529,caresmentoring,1,0.0,1.0,0.0
1530,woodsidegc,2,0.0,2.0,0.0
1531,brightedge,1,0.0,1.0,0.0
1532,cristoreynetwork,1,0.0,1.0,0.0
1533,allnations,1,0.0,1.0,0.0
1534,profitanalytics,1,0.0,1.0,0.0
1535,adinstruments,1,0.0,1.0,0.0
1536,gryp,3,0.0,3.0,0.0
1537,theloftatlizs,1,0.0,1.0,0.0
1538,avanilounge,1,0.0,1.0,0.0
1539,act,1,0.0,1.0,0.0
1540,bectu,3,0.0,3.0,0.0
1541,sewmakecreate,1,0.0,1.0,0.0
1542,thenewdepotplayers,5,0.0,5.0,0.0
1543,pwchospitality,2,0.0,2.0,0.0
1544,sallysymonds,1,0.0,1.0,0.0
1545,jrturnbull,1,0.0,1.0,0.0
1546,whole9life,1,0.0,1.0,0.0
1547,8thlight,1,0.0,1.0,0.0
1548,indyfilmfest,5,0.0,5.0,0.0
1549,limmudboston,3,0.0,3.0,0.0
1550,kalo,1,0.0,1.0,0.0
1551,163,1,0.0,1.0,0.0
1552,skinnywraps,1,0.0,1.0,0.0
1553,lakelandarts,1,0.0,1.0,0.0
1554,redlightcafe,6,0.0,6.0,0.0
1555,tuck-shop,1,0.0,1.0,0.0
1556,bellsouth,8,0.0,8.0,0.0
1557,hofisbetter,2,0.0,2.0,0.0
1558,rexhealth,1,0.0,1.0,0.0
1559,reallyedbrown,1,0.0,1.0,0.0
1560,communitybeer,2,0.0,2.0,0.0
1561,saclaw,4,0.0,4.0,0.0
1562,busspepper,2,0.0,2.0,0.0
1563,elmcafe,1,0.0,1.0,0.0
1564,waller,1,0.0,1.0,0.0
1565,nspire,3,0.0,3.0,0.0
1566,friendshipcommunity,1,0.0,1.0,0.0
1567,heery,1,0.0,1.0,0.0
1568,cuf,1,0.0,1.0,0.0
1569,careershifters,5,0.0,5.0,0.0
1570,thesmythgroup,1,0.0,1.0,0.0
1571,highlandcc,2,0.0,2.0,0.0
1572,kericopcutt,1,0.0,1.0,0.0
1573,askaprillove,1,0.0,1.0,0.0
1574,founderscard,1,0.0,1.0,0.0
1575,gaparkinsons,1,0.0,1.0,0.0
1576,pureonyxmovement,1,0.0,1.0,0.0
1577,socalbio,2,0.0,2.0,0.0
1578,kindercafe,3,0.0,3.0,0.0
1579,leedsmind,1,0.0,1.0,0.0
1580,penarth,1,0.0,1.0,0.0
1581,jcisheffield,5,0.0,5.0,0.0
1582,ucdsb,1,0.0,1.0,0.0
1583,ottawafringe,1,0.0,1.0,0.0
1584,unifiedcombatleague,1,0.0,1.0,0.0
1585,eac,3,0.0,3.0,0.0
1586,swworld,1,0.0,1.0,0.0
1587,mirego,1,0.0,1.0,0.0
1588,see3,1,0.0,1.0,0.0
1589,beyondnetworking,1,0.0,1.0,0.0
1590,iabcatl,4,0.0,4.0,0.0
1591,jackedcat,1,0.0,1.0,0.0
1592,tedxsantamonica,1,0.0,1.0,0.0
1593,centralpres,1,0.0,1.0,0.0
1594,textilemuseum,1,0.0,1.0,0.0
1595,socialirl,1,0.0,1.0,0.0
1596,site3,8,0.0,8.0,0.0
1597,on-dei,5,0.0,5.0,0.0
1598,marketingnous,1,0.0,1.0,0.0
1599,pacassoc,1,0.0,1.0,0.0
1600,eclipse-telecom,1,0.0,1.0,0.0
1601,eventsnorthern,1,0.0,1.0,0.0
1602,hubmelbourne,5,0.0,5.0,0.0
1603,fanaticagency,1,0.0,1.0,0.0
1604,templeshalom,3,0.0,3.0,0.0
1605,designerforum,2,0.0,2.0,0.0
1606,victoria,1,0.0,1.0,0.0
1607,ymcamalden,1,0.0,1.0,0.0
1608,climatepositive,1,0.0,1.0,0.0
1609,blacknj,1,0.0,1.0,0.0
1610,asqtoronto,1,0.0,1.0,0.0
1611,intimacyforumtraining,1,0.0,1.0,0.0
1612,peafrica,1,0.0,1.0,0.0
1613,onlinecic,7,0.0,7.0,0.0
1614,bostonwineschool,6,0.0,6.0,0.0
1615,wayfm,1,0.0,1.0,0.0
1616,umm,1,0.0,1.0,0.0
1617,mopac,2,0.0,2.0,0.0
1618,xtremekomedy,1,0.0,1.0,0.0
1619,noms,1,0.0,1.0,0.0
1620,c12group,2,0.0,2.0,0.0
1621,charter,6,0.0,6.0,0.0
1622,usgrant,1,0.0,1.0,0.0
1623,capebretoncraft,3,0.0,3.0,0.0
1624,asiahouse,8,0.0,8.0,0.0
1625,iworksmc,1,0.0,1.0,0.0
1626,missingpeople,1,0.0,1.0,0.0
1627,saltlake,1,0.0,1.0,0.0
1628,thearc-naturecoast,1,0.0,1.0,0.0
1629,kimediastrategies,1,0.0,1.0,0.0
1630,artinitiatives,1,0.0,1.0,0.0
1631,countyline,1,0.0,1.0,0.0
1632,truth-fool,2,0.0,2.0,0.0
1633,global-ny,1,0.0,1.0,0.0
1634,nysec,1,0.0,1.0,0.0
1635,timelesstech,1,0.0,1.0,0.0
1636,mofest,1,0.0,1.0,0.0
1637,uwaterloo,3,0.0,3.0,0.0
1638,irvinechamber,1,0.0,1.0,0.0
1639,brianquinn,1,0.0,1.0,0.0
1640,absolutect,1,0.0,1.0,0.0
1641,ustakeover,7,0.0,7.0,0.0
1642,realfoodco,1,0.0,1.0,0.0
1643,chucklescomedyclub,1,0.0,1.0,0.0
1644,limeskills,1,0.0,1.0,0.0
1645,stpetepride,1,0.0,1.0,0.0
1646,lbc,7,0.0,7.0,0.0
1647,slowevents,1,0.0,1.0,0.0
1648,contextualconsulting,1,0.0,1.0,0.0
1649,foodculturist,1,0.0,1.0,0.0
1650,pm-providers,3,0.0,3.0,0.0
1651,developmentaccord,1,0.0,1.0,0.0
1652,learningtobeachampion,1,0.0,1.0,0.0
1653,kyleclouse,1,0.0,1.0,0.0
1654,sycamoreschools,1,0.0,1.0,0.0
1655,thevownetwork,1,0.0,1.0,0.0
1656,travelcology,1,0.0,1.0,0.0
1657,dublinirishfestival,1,0.0,1.0,0.0
1658,live-life-smiling,1,0.0,1.0,0.0
1659,fotoweekdc,1,0.0,1.0,0.0
1660,founderdating,2,0.0,2.0,0.0
1661,livewellgreenville,3,0.0,3.0,0.0
1662,nehemiahpartners,1,0.0,1.0,0.0
1663,century21,1,0.0,1.0,0.0
1664,tia,1,0.0,1.0,0.0
1665,academyhypnoticscience,4,0.0,4.0,0.0
1666,workhousestudios,1,0.0,1.0,0.0
1667,scotlandonrails,1,0.0,1.0,0.0
1668,business-initiatives,1,0.0,1.0,0.0
1669,evolvingweb,1,0.0,1.0,0.0
1670,catapultseacoast,1,0.0,1.0,0.0
1671,rareartists,1,0.0,1.0,0.0
1672,kccsouthampton,1,0.0,1.0,0.0
1673,uvic,1,0.0,1.0,0.0
1674,brandonmiltsch,1,0.0,1.0,0.0
1675,lesleymcdonald,1,0.0,1.0,0.0
1676,goodlifehealthclubs,1,0.0,1.0,0.0
1677,communityactionmk,2,0.0,2.0,0.0
1678,leisurelodgebaguio,1,1.0,0.0,100.0
1679,raleighdentalarts,2,0.0,2.0,0.0
1680,austincc,1,0.0,1.0,0.0
1681,partiesthatcook,4,0.0,4.0,0.0
1682,thebolditalic,1,0.0,1.0,0.0
1683,brandery,2,0.0,2.0,0.0
1684,wetandem,1,0.0,1.0,0.0
1685,leveltwopublicrelations,1,0.0,1.0,0.0
1686,greenflashbrew,1,0.0,1.0,0.0
1687,stacyboegem,3,0.0,3.0,0.0
1688,wift,3,0.0,3.0,0.0
1689,topfloortech,1,0.0,1.0,0.0
1690,unityhouston,1,0.0,1.0,0.0
1691,gedoemanagement,3,0.0,3.0,0.0
1692,bespokeinternet,1,0.0,1.0,0.0
1693,rivingtonplace,7,0.0,7.0,0.0
1694,jciportsmouth,1,0.0,1.0,0.0
1695,evolvediscoverycenter,3,0.0,3.0,0.0
1696,churchattheridge,1,0.0,1.0,0.0
1697,mhamt,1,0.0,1.0,0.0
1698,ireaworld,1,0.0,1.0,0.0
1699,freewordonline,2,0.0,2.0,0.0
1700,gvsu,6,0.0,6.0,0.0
1701,communitypreschools,1,0.0,1.0,0.0
1702,fulllifechurch,1,0.0,1.0,0.0
1703,theblackcat,3,0.0,3.0,0.0
1704,sbctb,1,0.0,1.0,0.0
1705,alumni,6,0.0,6.0,0.0
1706,designersontherun,1,0.0,1.0,0.0
1707,fbcwinn,2,0.0,2.0,0.0
1708,nzcra,2,0.0,2.0,0.0
1709,women-empowered,2,0.0,2.0,0.0
1710,clubgolfscotland,6,0.0,6.0,0.0
1711,apextheatre20,3,0.0,3.0,0.0
1712,huronvcc,1,0.0,1.0,0.0
1713,luriandwilma,1,0.0,1.0,0.0
1714,brucemuseum,1,0.0,1.0,0.0
1715,juno,2,0.0,2.0,0.0
1716,naworld-x,1,1.0,0.0,100.0
1717,jorhodeshomeopathy,2,0.0,2.0,0.0
1718,langstonjunior,1,0.0,1.0,0.0
1719,infinityafterdark,3,0.0,3.0,0.0
1720,kreegerpottery,1,0.0,1.0,0.0
1721,orphanwisdom,1,0.0,1.0,0.0
1722,habaneros,1,0.0,1.0,0.0
1723,nediamco,1,0.0,1.0,0.0
1724,nswwc,1,0.0,1.0,0.0
1725,manningfoundation,1,0.0,1.0,0.0
1726,gacu,1,0.0,1.0,0.0
1727,viachristi,1,0.0,1.0,0.0
1728,broomheath,3,0.0,3.0,0.0
1729,xcelenergy,3,0.0,3.0,0.0
1730,sixdegrees,1,0.0,1.0,0.0
1731,thewhitefashionshow,1,0.0,1.0,0.0
1732,esdsolution,1,0.0,1.0,0.0
1733,elizabethpabon,1,0.0,1.0,0.0
1734,atlassportsconditioning,1,0.0,1.0,0.0
1735,woodrow,1,0.0,1.0,0.0
1736,rowontario,3,0.0,3.0,0.0
1737,rlmtreasurevalley,1,0.0,1.0,0.0
1738,probitybuilders,1,0.0,1.0,0.0
1739,uts,1,0.0,1.0,0.0
1740,summitutah,1,0.0,1.0,0.0
1741,rapid-i,1,0.0,1.0,0.0
1742,legacyschoolofperformingarts,1,0.0,1.0,0.0
1743,thesoundalliance,1,0.0,1.0,0.0
1744,uscstartup,1,0.0,1.0,0.0
1745,southsidederby,1,0.0,1.0,0.0
1746,turingfestival,1,0.0,1.0,0.0
1747,cityleadership,1,0.0,1.0,0.0
1748,chicagocutsteakhouse,1,0.0,1.0,0.0
1749,thepinkfund,1,0.0,1.0,0.0
1750,mac-sa,1,0.0,1.0,0.0
1751,petrungaro,1,0.0,1.0,0.0
1752,sargeathletics,1,0.0,1.0,0.0
1753,thegogame,1,0.0,1.0,0.0
1754,avnet,1,0.0,1.0,0.0
1755,unitedtalent,1,0.0,1.0,0.0
1756,the-h-factor,1,0.0,1.0,0.0
1757,levydance,1,0.0,1.0,0.0
1758,ranchovalencia,1,0.0,1.0,0.0
1759,barefootbooks,3,0.0,3.0,0.0
1760,nourishco,1,0.0,1.0,0.0
1761,avana,1,0.0,1.0,0.0
1762,crossfitbc,2,0.0,2.0,0.0
1763,cru,1,0.0,1.0,0.0
1764,zen-consulting,1,0.0,1.0,0.0
1765,spiritministries,1,0.0,1.0,0.0
1766,kateleyco,1,0.0,1.0,0.0
1767,ulgatl,1,0.0,1.0,0.0
1768,sheltongrp,1,0.0,1.0,0.0
1769,mindsherpa,1,0.0,1.0,0.0
1770,spiritualspectra,1,0.0,1.0,0.0
1771,sohumlondon,1,0.0,1.0,0.0
1772,thelatitudeproject,1,0.0,1.0,0.0
1773,merwinconservancy,1,0.0,1.0,0.0
1774,sydney,1,0.0,1.0,0.0
1775,vertigovip,1,0.0,1.0,0.0
1776,somethingforsunday,1,0.0,1.0,0.0
1777,redcross,1,0.0,1.0,0.0
1778,911memorial,1,0.0,1.0,0.0
1779,anaheim,1,0.0,1.0,0.0
1780,dionjordan,1,1.0,0.0,100.0
1781,levelfivemanagement,1,0.0,1.0,0.0
1782,interhab,3,0.0,3.0,0.0
1783,micamay,1,0.0,1.0,0.0
1784,theccea,1,0.0,1.0,0.0
1785,wcrmeetings,3,0.0,3.0,0.0
1786,asqraleigh,3,0.0,3.0,0.0
1787,sugarsociety,1,0.0,1.0,0.0
1788,funfunfun,2,0.0,2.0,0.0
1789,trixstar,3,0.0,3.0,0.0
1790,wral,1,0.0,1.0,0.0
1791,redballoon,2,0.0,2.0,0.0
1792,buacademy,1,0.0,1.0,0.0
1793,joshuajay,1,0.0,1.0,0.0
1794,wayne,1,0.0,1.0,0.0
1795,umn,5,0.0,5.0,0.0
1796,yellamo,1,0.0,1.0,0.0
1797,wrckc,1,0.0,1.0,0.0
1798,riverandsky,1,0.0,1.0,0.0
1799,fremantlemedia,1,0.0,1.0,0.0
1800,youexcelnow,1,0.0,1.0,0.0
1801,houseofpridetennis,1,0.0,1.0,0.0
1802,leadershipri,1,0.0,1.0,0.0
1803,txacom-dfw,1,0.0,1.0,0.0
1804,cornell,1,0.0,1.0,0.0
1805,indesignsecrets,1,0.0,1.0,0.0
1806,gardenmuseum,4,0.0,4.0,0.0
1807,mind-the-gap,2,0.0,2.0,0.0
1808,sfcatholic,1,0.0,1.0,0.0
1809,welovecleanrivers,1,0.0,1.0,0.0
1810,crewnine,1,0.0,1.0,0.0
1811,johnburgeson,1,0.0,1.0,0.0
1812,macoutpost,2,0.0,2.0,0.0
1813,pavilion,2,0.0,2.0,0.0
1814,hankshautedogs,2,0.0,2.0,0.0
1815,nycap,2,0.0,2.0,0.0
1816,businesswomensnetwork,2,0.0,2.0,0.0
1817,brew-master,1,1.0,0.0,100.0
1818,mediaschool,1,0.0,1.0,0.0
1819,ruralsupportpartners,1,0.0,1.0,0.0
1820,ravemail,1,1.0,0.0,100.0
1821,theeveleigh,1,0.0,1.0,0.0
1822,ad4change,1,0.0,1.0,0.0
1823,divagirlfitness,4,0.0,4.0,0.0
1824,njsaohn,1,0.0,1.0,0.0
1825,tbhglobalasset,1,0.0,1.0,0.0
